tx_i,date,transaction_type,effect e_i,effect tx_i,effect edge_i,effect currency,effect is_credit
2512,2016-06-21,distribution,4157,2512,12,USD,1
2513,2016-06-22,distribution,4159,2513,14,USD,1
2514,2016-06-22,distribution,4161,2514,29,USD,1
2515,2016-07-05,distribution,4163,2515,40,USD,1
2516,2016-07-03,contribution,4165,2516,56,USD,0
2517,2016-07-10,contribution,4166,2517,6,USD,0
2518,2016-06-27,distribution,4167,2518,42,USD,1
2519,2016-06-27,contribution,4169,2519,42,USD,0
2520,2016-07-12,contribution,4170,2520,8,USD,0
2521,2016-06-30,distribution,4171,2521,9,USD,1
2522,2016-07-12,contribution,4173,2522,27,USD,0
2523,2016-07-03,distribution,4184,2523,35,USD,1
2524,2016-07-03,distribution,4186,2524,35,USD,1
2525,2016-07-13,contribution,4197,2525,54,USD,0
2526,2016-07-13,contribution,4183,2526,26,USD,0
2527,2016-07-05,distribution,4188,2527,36,USD,1
2528,2016-07-11,distribution,4176,2528,1,USD,1
2529,2016-07-06,distribution,4174,2529,26,USD,1
2530,2016-07-06,distribution,4178,2530,27,USD,1
2531,2016-07-07,contribution,4180,2531,34,USD,0
2532,2016-07-07,distribution,4181,2532,34,USD,1
2533,2016-07-06,distribution,4329,2533,19,USD,1
2534,2016-07-10,distribution,4190,2534,21,USD,1
2535,2016-07-26,contribution,4192,2535,18,USD,0
2536,2016-07-26,contribution,4193,2536,19,USD,0
2537,2016-07-12,distribution,4194,2537,27,USD,1
2538,2016-07-12,tax,4196,2538,27,USD,0
2539,2016-07-28,contribution,4227,2539,53,USD,0
2540,2016-07-19,distribution,4198,2540,14,USD,1
2541,2016-07-20,distribution,4200,2541,46,USD,1
2542,2016-07-20,contribution,4203,2542,46,USD,0
2543,2016-08-04,contribution,4204,2543,22,USD,0
2544,2016-08-04,contribution,4205,2544,22,USD,0
2545,2016-08-04,distribution,4206,2545,22,USD,1
2546,2016-08-04,contribution,4212,2546,24,USD,0
2547,2016-08-04,distribution,4364,2547,24,USD,1
2548,2016-08-04,contribution,4213,2548,52,USD,0
2549,2016-08-04,contribution,4214,2549,23,USD,0
2550,2016-08-04,distribution,4381,2550,23,USD,1
2551,2016-07-31,distribution,4215,2551,32,USD,1
2552,2016-07-31,distribution,4217,2552,33,USD,1
2553,2016-07-31,distribution,4219,2553,43,USD,1
2554,2016-07-31,distribution,4221,2554,20,USD,1
2555,2016-07-31,distribution,4223,2555,21,USD,1
2556,2016-07-31,distribution,4225,2556,50,USD,1
2557,2016-07-25,distribution,4228,2557,14,USD,1
2558,2016-08-14,contribution,4230,2558,27,USD,0
2559,2016-08-04,distribution,4231,2559,36,USD,1
2560,2016-08-04,contribution,4233,2560,36,USD,0
2561,2016-08-08,distribution,4234,2561,26,USD,1
2562,2016-08-08,distribution,4236,2562,27,USD,1
2563,2016-08-21,contribution,4238,2563,56,USD,0
2564,2016-08-09,contribution,4241,2564,18,USD,0
2565,2016-08-09,distribution,4239,2565,18,USD,1
2566,2016-08-24,distribution,4242,2566,46,USD,1
2567,2016-08-24,contribution,4244,2567,46,USD,0
2568,2016-08-24,distribution,4245,2568,40,USD,1
2569,2016-08-15,distribution,4247,2569,55,USD,1
2570,2016-08-17,distribution,4249,2570,17,USD,1
2571,2016-08-17,contribution,4251,2571,17,USD,0
2572,2016-09-01,contribution,4252,2572,9,USD,0
2573,2016-08-22,distribution,4253,2573,10,USD,1
2574,2016-08-22,contribution,4256,2574,10,USD,0
2575,2016-08-24,distribution,4257,2575,7,USD,1
2576,2016-08-25,distribution,4259,2576,14,USD,1
2577,2016-08-25,distribution,4354,2577,22,USD,1
2578,2016-08-25,distribution,4361,2578,24,USD,1
2579,2016-08-29,distribution,4261,2579,20,USD,1
2580,2016-08-30,recalled_contribution,4263,2580,51,USD,1
2581,2016-09-12,contribution,4264,2581,27,USD,0
2582,2016-09-04,distribution,4265,2582,26,USD,1
2583,2016-09-05,distribution,4268,2583,11,USD,1
2584,2016-09-05,contribution,4267,2584,11,USD,0
2585,2016-09-14,contribution,4271,2585,41,USD,0
2586,2016-09-21,contribution,4282,2586,50,USD,0
2587,2016-09-21,contribution,4272,2587,22,USD,0
2588,2016-09-21,contribution,4273,2588,24,USD,0
2589,2016-09-21,contribution,4274,2589,52,USD,0
2590,2016-09-07,distribution,4275,2590,26,USD,1
2591,2016-09-07,distribution,4277,2591,27,USD,1
2592,2016-09-07,distribution,4279,2592,12,USD,1
2593,2016-09-07,tax,4281,2593,12,USD,0
2594,2016-09-08,distribution,4351,2594,22,USD,1
2595,2016-09-08,distribution,4358,2595,24,USD,1
2596,2016-09-08,distribution,4378,2596,23,USD,1
2597,2016-09-21,contribution,4283,2597,43,USD,0
2598,2016-09-25,contribution,4284,2598,56,USD,0
2599,2016-09-21,distribution,4285,2599,39,USD,1
2600,2016-10-02,contribution,4287,2600,50,USD,0
2601,2016-09-25,distribution,4288,2601,14,USD,1
2602,2016-10-06,contribution,4290,2602,55,USD,0
2603,2016-10-06,contribution,4291,2603,7,USD,0
2604,2016-09-28,distribution,4319,2604,7,USD,1
2605,2016-10-11,contribution,4292,2605,48,USD,0
2606,2016-09-28,distribution,4296,2606,48,USD,1
2607,2016-10-09,contribution,4293,2607,34,USD,0
2608,2016-09-28,distribution,4294,2608,13,USD,1
2609,2016-10-03,distribution,4298,2609,36,USD,1
2610,2016-10-06,contribution,4300,2610,42,USD,0
2611,2016-10-06,distribution,4301,2611,42,USD,1
2612,2016-10-13,contribution,4303,2612,26,USD,0
2613,2016-10-04,distribution,4304,2613,37,USD,1
2614,2016-10-04,distribution,4306,2614,41,USD,1
2615,2016-10-05,distribution,4308,2615,21,USD,1
2616,2016-10-11,distribution,4310,2616,35,USD,1
2617,2016-10-12,distribution,4312,2617,14,USD,1
2618,2016-10-25,contribution,4314,2618,22,USD,0
2619,2016-10-25,contribution,4315,2619,24,USD,0
2620,2016-10-25,contribution,4316,2620,52,USD,0
2621,2016-10-26,contribution,4338,2621,53,USD,0
2622,2016-10-24,contribution,4317,2622,37,USD,0
2623,2016-10-20,contribution,4318,2623,41,USD,0
2624,2016-10-30,contribution,4321,2624,22,USD,0
2625,2016-10-30,contribution,4322,2625,24,USD,0
2626,2016-10-30,contribution,4323,2626,52,USD,0
2627,2016-10-30,contribution,4324,2627,23,USD,0
2628,2016-10-31,contribution,4325,2628,19,USD,0
2629,2016-10-31,distribution,4326,2629,19,USD,1
2630,2016-10-19,distribution,4332,2630,14,USD,1
2631,2016-10-20,distribution,4334,2631,3,USD,1
2632,2016-10-20,distribution,4336,2632,17,USD,1
2633,2016-10-27,contribution,4339,2633,18,USD,0
2634,2016-10-27,recalled_contribution,4340,2634,18,USD,1
2635,2016-10-27,distribution,4396,2635,18,USD,1
2636,2016-10-31,distribution,4341,2636,32,USD,1
2637,2016-10-31,distribution,4343,2637,33,USD,1
2638,2016-10-31,distribution,4345,2638,43,USD,1
2639,2016-11-13,contribution,4348,2639,22,USD,0
2640,2016-11-13,contribution,4347,2640,24,USD,0
2641,2016-11-13,contribution,4349,2641,52,USD,0
2642,2016-11-13,contribution,4350,2642,23,USD,0
2643,2016-11-02,recalled_contribution,4357,2643,22,USD,1
2644,2016-11-02,distribution,4371,2644,22,USD,1
2645,2016-11-02,recalled_contribution,4367,2645,24,USD,1
2646,2016-11-02,distribution,4368,2646,24,USD,1
2647,2016-11-02,recalled_contribution,4374,2647,52,USD,1
2648,2016-11-06,contribution,4387,2648,50,USD,0
2649,2016-11-07,distribution,4388,2649,27,USD,1
2650,2016-11-02,distribution,4394,2650,50,USD,1
2651,2016-11-02,distribution,4390,2651,21,USD,1
2652,2016-11-02,distribution,4392,2652,20,USD,1
2653,2016-11-09,distribution,4664,2653,9,USD,1
2654,2016-11-13,contribution,4398,2654,27,USD,0
2655,2016-11-09,distribution,4399,2655,18,USD,1
2656,2016-11-14,distribution,4404,2656,51,USD,1
2657,2016-11-14,contribution,4401,2657,51,USD,0
2658,2016-11-14,contribution,4402,2658,51,USD,0
2659,2016-11-14,recalled_contribution,4403,2659,51,USD,1
2660,2016-11-30,contribution,4406,2660,22,USD,0
2661,2016-11-30,contribution,4407,2661,22,USD,0
2662,2016-11-30,distribution,4408,2662,22,USD,1
2663,2016-11-30,contribution,4411,2663,24,USD,0
2664,2016-11-30,contribution,4412,2664,24,USD,0
2665,2016-11-30,distribution,4417,2665,24,USD,1
2666,2016-11-30,distribution,4413,2666,52,USD,1
2667,2016-11-30,contribution,4416,2667,52,USD,0
2668,2016-11-30,contribution,4420,2668,23,USD,0
2669,2016-11-30,contribution,4421,2669,23,USD,0
2670,2016-11-30,distribution,4422,2670,23,USD,1
2671,2016-11-17,distribution,4428,2671,5,USD,1
2672,2016-11-24,distribution,4425,2672,2,USD,1
2673,2016-11-27,contribution,4427,2673,49,USD,0
2674,2016-11-24,distribution,4431,2674,46,USD,1
2675,2016-11-24,contribution,4430,2675,46,USD,0
2676,2016-11-24,distribution,4434,2676,39,USD,1
2677,2016-11-24,distribution,4436,2677,16,USD,1
2678,2016-11-24,distribution,4438,2678,17,USD,1
2679,2016-11-28,contribution,4440,2679,10,USD,0
2680,2016-11-28,distribution,4441,2680,10,USD,1
2681,2016-11-24,distribution,4619,2681,22,USD,1
2682,2016-11-24,distribution,4631,2682,24,USD,1
2683,2016-11-24,distribution,4643,2683,52,USD,1
2684,2016-11-24,distribution,4655,2684,23,USD,1
2685,2016-11-24,distribution,4443,2685,5,USD,1
2686,2016-12-13,contribution,4445,2686,41,USD,0
2687,2016-12-05,contribution,4446,2687,11,USD,0
2688,2016-12-05,distribution,4447,2688,11,USD,1
2689,2016-12-12,contribution,4450,2689,51,USD,0
2690,2016-12-05,distribution,4451,2690,29,USD,1
2691,2016-12-05,tax,4453,2691,29,USD,0
2692,2016-12-11,distribution,4454,2692,26,USD,1
2693,2016-12-11,distribution,4456,2693,27,USD,1
2694,2016-12-20,contribution,4458,2694,56,USD,0
2695,2016-12-21,contribution,4459,2695,43,USD,0
2696,2016-12-27,contribution,4460,2696,55,USD,0
2697,2016-12-27,contribution,4461,2697,14,USD,0
2698,2016-12-12,distribution,4474,2698,31,USD,1
2699,2016-12-12,distribution,4472,2699,31,USD,1
2700,2016-12-13,distribution,4476,2700,31,USD,1
2701,2016-12-28,contribution,4509,2701,53,USD,0
2702,2016-12-28,contribution,4462,2702,9,USD,0
2703,2016-12-29,contribution,4463,2703,9,USD,0
2704,2016-12-19,distribution,4464,2704,12,USD,1
2705,2016-12-19,distribution,4466,2705,15,USD,1
2706,2016-12-21,distribution,4468,2706,30,USD,1
2707,2016-12-22,distribution,4470,2707,10,USD,1
2708,2016-12-15,distribution,4480,2708,31,USD,1
2709,2016-12-18,distribution,4478,2709,31,USD,1
2710,2016-12-25,distribution,4482,2710,14,USD,1
2711,2016-12-27,distribution,4484,2711,9,USD,1
2712,2017-01-15,contribution,4486,2712,8,USD,0
2713,2016-12-27,distribution,4487,2713,11,USD,1
2714,2017-01-08,contribution,4489,2714,34,USD,0
2715,2017-01-08,distribution,4490,2715,34,USD,1
2716,2016-12-28,distribution,4492,2716,22,USD,1
2717,2016-12-28,distribution,4495,2717,24,USD,1
2718,2016-12-28,distribution,4498,2718,52,USD,1
2719,2016-12-28,distribution,4501,2719,23,USD,1
2720,2016-12-28,distribution,4504,2720,51,USD,1
2721,2016-12-28,recalled_contribution,4506,2721,51,USD,1
2722,2016-12-28,contribution,4507,2722,51,USD,0
2723,2016-12-28,contribution,4508,2723,51,USD,0
2724,2016-12-28,distribution,4510,2724,41,USD,1
2725,2016-12-28,tax,4512,2725,41,USD,0
2726,2016-12-28,distribution,4513,2726,36,USD,1
2727,2016-12-28,tax,4515,2727,36,USD,0
2728,2016-12-29,contribution,4516,2728,42,USD,0
2729,2016-12-29,distribution,4517,2729,42,USD,1
2730,2017-01-10,contribution,4519,2730,54,USD,0
2731,2016-12-29,unfunded_adjustment,4520,2731,18,USD,1
2732,2017-01-03,distribution,4521,2732,21,USD,1
2733,2017-01-16,contribution,4523,2733,26,USD,0
2734,2017-01-16,contribution,4524,2734,27,USD,0
2735,2017-01-02,distribution,4525,2735,37,USD,1
2736,2017-01-02,tax,4527,2736,37,USD,0
2737,2017-01-04,distribution,4528,2737,31,USD,1
2738,2017-01-18,contribution,4530,2738,22,USD,0
2739,2017-01-18,contribution,4531,2739,24,USD,0
2740,2017-01-18,contribution,4532,2740,52,USD,0
2741,2017-01-09,distribution,4533,2741,35,USD,1
2742,2017-01-09,tax,4535,2742,35,USD,0
2743,2017-01-10,distribution,4536,2743,11,USD,1
2744,2017-01-10,distribution,4538,2744,26,USD,1
2745,2017-01-15,distribution,4540,2745,27,USD,1
2746,2017-01-15,tax,4543,2746,27,USD,0
2747,2017-01-09,distribution,4652,2747,23,USD,1
2748,2017-01-09,distribution,4607,2748,22,USD,1
2749,2017-01-09,distribution,4628,2749,24,USD,1
2750,2017-01-09,distribution,4640,2750,52,USD,1
2751,2017-01-24,contribution,4542,2751,56,USD,0
2752,2017-01-29,contribution,4544,2752,54,USD,0
2753,2017-02-02,contribution,4545,2753,18,USD,0
2754,2017-02-05,contribution,4546,2754,22,USD,0
2755,2017-02-05,contribution,4547,2755,24,USD,0
2756,2017-02-05,contribution,4548,2756,52,USD,0
2757,2017-01-24,distribution,4610,2757,22,USD,1
2758,2017-01-25,distribution,4549,2758,14,USD,1
2759,2017-02-08,contribution,4574,2759,53,USD,0
2760,2017-01-26,distribution,4551,2760,42,USD,1
2761,2017-02-09,contribution,4553,2761,19,USD,0
2762,2017-02-09,distribution,4554,2762,19,USD,1
2763,2017-01-31,distribution,4556,2763,32,USD,1
2764,2017-01-31,distribution,4558,2764,33,USD,1
2765,2017-01-31,distribution,4560,2765,43,USD,1
2766,2017-02-01,distribution,4562,2766,14,USD,1
2767,2017-02-05,distribution,4564,2767,9,USD,1
2768,2017-02-02,distribution,4566,2768,16,USD,1
2769,2017-02-05,distribution,4568,2769,20,USD,1
2770,2017-02-05,distribution,4570,2770,21,USD,1
2771,2017-02-05,distribution,4572,2771,50,USD,1
2772,2017-02-21,contribution,4575,2772,55,USD,0
2773,2017-02-20,contribution,4576,2773,9,USD,0
2774,2017-02-19,contribution,4577,2774,22,USD,0
2775,2017-02-19,distribution,4613,2775,22,USD,1
2776,2017-02-19,contribution,4578,2776,24,USD,0
2777,2017-02-19,distribution,4625,2777,24,USD,1
2778,2017-02-19,contribution,4579,2778,52,USD,0
2779,2017-02-19,contribution,4584,2779,23,USD,0
2780,2017-02-19,distribution,4649,2780,23,USD,1
2781,2017-02-09,distribution,4580,2781,26,USD,1
2782,2017-02-09,distribution,4582,2782,27,USD,1
2783,2017-02-16,distribution,4585,2783,5,USD,1
2784,2017-02-23,distribution,4587,2784,14,USD,1
2785,2017-03-09,contribution,4589,2785,22,USD,0
2786,2017-03-09,contribution,4590,2786,24,USD,0
2787,2017-02-28,distribution,4710,2787,5,USD,1
2788,2017-03-08,distribution,4591,2788,2,USD,1
2789,2017-03-07,distribution,4593,2789,40,USD,1
2790,2017-03-02,distribution,4595,2790,34,USD,1
2791,2017-03-05,contribution,4597,2791,46,USD,0
2792,2017-03-05,distribution,4992,2792,46,USD,1
2793,2017-03-20,contribution,4601,2793,53,USD,0
2794,2017-03-15,distribution,4602,2794,15,USD,1
2795,2017-03-08,commitment_reduction,4598,2795,53,USD,1
2796,2017-03-12,distribution,4599,2796,26,USD,1
2797,2017-03-30,contribution,4604,2797,7,USD,0
2798,2017-03-19,distribution,4658,2798,5,USD,1
2799,2017-03-20,contribution,4605,2799,22,USD,0
2800,2017-03-20,distribution,4616,2800,22,USD,1
2801,2017-03-20,distribution,4622,2801,24,USD,1
2802,2017-03-20,distribution,4637,2802,52,USD,1
2803,2017-03-20,distribution,4646,2803,23,USD,1
2804,2017-03-21,distribution,6135,2804,10,USD,1
2805,2017-04-03,contribution,4606,2805,48,USD,0
2806,2017-03-26,distribution,4708,2806,5,USD,1
2807,2017-03-26,distribution,4660,2807,14,USD,1
2808,2017-03-28,distribution,4662,2808,9,USD,1
2809,2017-03-27,distribution,4667,2809,12,USD,1
2810,2017-03-27,tax,4669,2810,12,USD,0
2811,2017-04-05,contribution,4670,2811,56,USD,0
2812,2017-04-12,contribution,4674,2812,19,USD,0
2813,2017-04-12,distribution,4672,2813,19,USD,1
2814,2017-04-12,tax,4671,2814,19,USD,0
2815,2017-04-12,distribution,4675,2815,19,USD,1
2816,2017-04-12,contribution,4677,2816,57,USD,0
2817,2017-04-09,contribution,4678,2817,51,USD,0
2818,2017-04-04,contribution,4679,2818,42,USD,0
2819,2017-04-04,distribution,4680,2819,42,USD,1
2820,2017-04-05,distribution,4682,2820,9,USD,1
2821,2017-04-13,contribution,4685,2821,41,USD,0
2822,2017-04-05,contribution,4686,2822,34,USD,0
2823,2017-04-05,distribution,4687,2823,34,USD,1
2824,2017-04-05,distribution,5335,2824,22,USD,1
2825,2017-04-05,distribution,5398,2825,24,USD,1
2826,2017-04-05,distribution,5434,2826,52,USD,1
2827,2017-04-05,distribution,5467,2827,23,USD,1
2828,2017-04-05,distribution,4694,2828,31,USD,1
2829,2017-04-05,distribution,4696,2829,31,USD,1
2830,2017-04-05,distribution,4698,2830,31,USD,1
2831,2017-04-16,contribution,4689,2831,26,USD,0
2832,2017-04-16,contribution,4690,2832,54,USD,0
2833,2017-04-11,distribution.fund_redemption,4691,2833,40,USD,1
2834,2017-04-18,distribution,4763,2834,5,USD,1
2835,2017-04-13,distribution,4718,2835,10,USD,1
2836,2017-04-13,contribution,4721,2836,10,USD,0
2837,2017-04-20,contribution,4693,2837,43,USD,0
2838,2017-04-13,distribution,4712,2838,31,USD,1
2839,2017-04-13,distribution,4714,2839,31,USD,1
2840,2017-04-13,distribution,4716,2840,31,USD,1
2841,2017-04-09,distribution,4700,2841,31,USD,1
2842,2017-04-12,distribution,4702,2842,35,USD,1
2843,2017-04-12,distribution,4704,2843,36,USD,1
2844,2017-04-13,distribution,4706,2844,26,USD,1
2845,2017-04-12,contribution,4722,2845,19,USD,0
2846,2017-04-24,distribution,5118,2846,9,USD,1
2847,2017-04-24,recalled_contribution,4723,2847,22,USD,1
2848,2017-04-24,recalled_contribution,4724,2848,24,USD,1
2849,2017-05-03,contribution,4725,2849,22,USD,0
2850,2017-05-03,contribution,4726,2850,24,USD,0
2851,2017-05-03,contribution,4727,2851,52,USD,0
2852,2017-05-03,contribution,4728,2852,23,USD,0
2853,2017-05-03,contribution,4729,2853,56,USD,0
2854,2017-04-25,distribution,4730,2854,14,USD,1
2855,2017-04-25,contribution,4732,2855,19,USD,0
2856,2017-04-25,distribution,4733,2856,19,USD,1
2857,2017-04-27,distribution,4735,2857,13,USD,1
2858,2017-05-10,contribution,4737,2858,55,USD,0
2859,2017-05-01,distribution,6009,2859,11,USD,1
2860,2017-05-01,contribution,4738,2860,11,USD,0
2861,2017-05-14,contribution,4739,2861,9,USD,0
2862,2017-05-01,distribution,4740,2862,50,USD,1
2863,2017-05-01,distribution,4742,2863,21,USD,1
2864,2017-05-01,distribution,4744,2864,20,USD,1
2865,2017-05-02,distribution,4746,2865,32,USD,1
2866,2017-05-02,distribution,4748,2866,33,USD,1
2867,2017-05-02,distribution,4750,2867,43,USD,1
2868,2017-05-02,distribution,4752,2868,56,USD,1
2869,2017-05-15,contribution,4754,2869,26,USD,0
2870,2017-05-07,distribution,4755,2870,34,USD,1
2871,2017-05-07,distribution,4757,2871,29,USD,1
2872,2017-05-07,tax,4759,2872,29,USD,0
2873,2017-05-07,distribution,4760,2873,42,USD,1
2874,2017-05-07,contribution,4762,2874,42,USD,0
2875,2017-05-11,distribution,4765,2875,21,USD,1
2876,2017-05-11,distribution,4767,2876,27,USD,1
2877,2017-05-14,distribution,4769,2877,51,USD,1
2878,2017-05-14,contribution,4771,2878,51,USD,0
2879,2017-05-14,contribution,4772,2879,51,USD,0
2880,2017-05-14,recalled_contribution,4773,2880,51,USD,1
2881,2017-05-17,distribution,4774,2881,48,USD,1
2882,2017-05-18,distribution,4776,2882,11,USD,1
2883,2017-05-29,distribution,4778,2883,3,USD,1
2884,2017-05-23,distribution,4780,2884,14,USD,1
2885,2017-06-05,contribution,4782,2885,51,USD,0
2886,2017-05-30,distribution,4787,2886,6,USD,1
2887,2017-01-11,unfunded_adjustment,4783,2887,30,USD,1
2888,2017-06-07,distribution,4784,2888,15,USD,1
2889,2017-06-19,contribution,4786,2889,18,USD,0
2890,2017-06-12,distribution,6132,2890,10,USD,1
2891,2017-06-25,contribution,4789,2891,9,USD,0
2892,2017-06-22,contribution,4790,2892,56,USD,0
2893,2017-06-27,distribution,4791,2893,40,USD,1
2894,2017-06-18,distribution,4793,2894,50,USD,1
2895,2017-06-20,distribution,4795,2895,11,USD,1
2896,2017-07-04,contribution,4797,2896,22,USD,0
2897,2017-07-04,distribution,4803,2897,22,USD,1
2898,2017-07-04,contribution,4798,2898,24,USD,0
2899,2017-07-04,distribution,4806,2899,24,USD,1
2900,2017-07-04,contribution,4799,2900,52,USD,0
2901,2017-07-04,distribution,4800,2901,52,USD,1
2902,2017-07-04,contribution,4809,2902,23,USD,0
2903,2017-07-04,distribution,4810,2903,23,USD,1
2904,2017-06-27,distribution,4813,2904,12,USD,1
2905,2017-05-21,distribution,4815,2905,20,USD,1
2906,2017-05-21,distribution,4817,2906,21,USD,1
2907,2017-05-21,distribution,4819,2907,50,USD,1
2908,2017-06-29,distribution,4821,2908,14,USD,1
2909,2017-07-11,contribution,4823,2909,42,USD,0
2910,2017-07-11,distribution,4824,2910,42,USD,1
2911,2017-07-05,distribution,4826,2911,16,USD,1
2912,2017-07-10,distribution,4828,2912,41,USD,1
2913,2017-07-10,distribution,4830,2913,26,USD,1
2914,2017-07-17,contribution,4832,2914,26,USD,0
2915,2017-07-10,distribution,4833,2915,27,USD,1
2916,2017-07-17,contribution,4835,2916,27,USD,0
2917,2017-07-26,contribution,4836,2917,49,USD,0
2918,2017-07-23,contribution,4837,2918,43,USD,0
2919,2017-07-11,distribution,5338,2919,22,USD,1
2920,2017-07-11,distribution,5395,2920,24,USD,1
2921,2017-07-11,distribution,5464,2921,23,USD,1
2922,2017-07-10,distribution,4838,2922,36,USD,1
2923,2017-07-12,distribution,4840,2923,14,USD,1
2924,2017-07-18,contribution,4842,2924,53,USD,0
2925,2017-07-30,contribution,4843,2925,18,USD,0
2926,2017-07-30,contribution,4844,2926,19,USD,0
2927,2017-07-31,contribution,4845,2927,48,USD,0
2928,2017-07-12,commitment,4846,2928,58,USD,0
2929,2017-07-18,distribution,4847,2929,14,USD,1
2930,2017-07-19,distribution,4849,2930,14,USD,1
2931,2017-08-06,contribution,4851,2931,22,USD,0
2932,2017-08-06,contribution,4852,2932,24,USD,0
2933,2017-08-06,contribution,4853,2933,52,USD,0
2934,2017-08-06,contribution,4854,2934,23,USD,0
2935,2017-08-07,contribution,4855,2935,9,USD,0
2936,2017-08-06,contribution,4856,2936,34,USD,0
2937,2017-08-06,distribution,4857,2937,34,USD,1
2938,2017-08-09,contribution,4859,2938,55,USD,0
2939,2017-08-13,contribution,4860,2939,58,USD,0
2940,2017-08-14,contribution,4861,2940,9,USD,0
2941,2017-08-01,distribution,4862,2941,32,USD,1
2942,2017-08-01,distribution,4864,2942,33,USD,1
2943,2017-08-01,distribution,4866,2943,43,USD,1
2944,2017-08-01,distribution,4868,2944,56,USD,1
2945,2017-08-03,distribution,4870,2945,17,USD,1
2946,2017-08-06,distribution,4872,2946,20,USD,1
2947,2017-08-06,distribution,4874,2947,21,USD,1
2948,2017-08-06,distribution,4876,2948,50,USD,1
2949,2017-08-10,distribution,4878,2949,45,USD,1
2950,2017-08-13,distribution,6006,2950,11,USD,1
2951,2017-08-13,contribution,4880,2951,11,USD,0
2952,2017-08-23,contribution,4881,2952,56,USD,0
2953,2017-08-15,recalled_contribution,4882,2953,51,USD,1
2954,2017-08-17,distribution,4886,2954,52,USD,1
2955,2017-08-17,distribution,4883,2955,23,USD,1
2956,2017-08-22,distribution,4889,2956,9,USD,1
2957,2017-07-12,commitment,4999,2957,59,USD,0
2958,2017-08-30,contribution,4891,2958,41,USD,0
2959,2017-09-04,contribution,4892,2959,54,USD,0
2960,2017-08-28,distribution,4906,2960,6,USD,1
2961,2017-08-30,distribution,4893,2961,26,USD,1
2962,2016-12-06,commitment_reduction,4895,2962,15,USD,1
2963,2017-09-03,commitment_reduction,4896,2963,26,USD,1
2964,2017-09-04,distribution,4897,2964,13,USD,1
2965,2017-09-11,distribution,4899,2965,1,USD,1
2966,2017-09-18,contribution,4901,2966,27,USD,0
2967,2017-09-07,distribution,4902,2967,27,USD,1
2968,2017-09-10,distribution,4904,2968,12,USD,1
2969,2017-09-21,contribution,4908,2969,22,USD,0
2970,2017-09-21,distribution,5341,2970,22,USD,1
2971,2017-09-21,contribution,4909,2971,24,USD,0
2972,2017-09-21,distribution,5392,2972,24,USD,1
2973,2017-09-21,contribution,4910,2973,52,USD,0
2974,2017-09-21,distribution,5431,2974,52,USD,1
2975,2017-09-21,contribution,4911,2975,23,USD,0
2976,2017-09-21,distribution,5461,2976,23,USD,1
2977,2017-08-07,commitment,4912,2977,60,USD,0
2978,2017-09-12,distribution.fund_redemption,4913,2978,13,USD,1
2979,2017-09-12,distribution.fund_redemption,4915,2979,15,USD,1
2980,2017-09-14,contribution,4917,2980,42,USD,0
2981,2017-09-14,distribution,4918,2981,42,USD,1
2982,2017-09-12,unfunded_adjustment,4920,2982,13,USD,1
2983,2017-09-12,unfunded_adjustment,4921,2983,15,USD,1
2984,2017-09-21,distribution,4922,2984,20,USD,1
2985,2017-09-27,distribution,4924,2985,19,USD,1
2986,2017-09-27,tax,4926,2986,19,USD,0
2987,2017-10-02,distribution,4927,2987,2,USD,1
2988,2017-09-26,distribution,4929,2988,40,USD,1
2989,2017-10-02,contribution,4935,2989,11,USD,0
2990,2017-10-02,distribution,6003,2990,11,USD,1
2991,2017-09-28,distribution,4931,2991,9,USD,1
2992,2017-09-28,distribution,4933,2992,39,USD,1
2993,2017-09-28,distribution,4936,2993,34,USD,1
2994,2017-10-03,distribution,4938,2994,37,USD,1
2995,2017-10-15,contribution,4940,2995,26,USD,0
2996,2017-10-15,contribution,4941,2996,54,USD,0
2997,2017-10-23,contribution,4942,2997,7,USD,0
2998,2017-10-08,distribution,4943,2998,41,USD,1
2999,2017-10-22,contribution,4945,2999,22,USD,0
3000,2017-10-22,distribution,5344,3000,22,USD,1
3001,2017-10-22,contribution,4946,3001,24,USD,0
3002,2017-10-09,distribution,5407,3002,24,USD,1
3003,2017-10-22,contribution,4947,3003,52,USD,0
3004,2017-10-22,contribution,4948,3004,23,USD,0
3005,2017-10-22,distribution,5458,3005,23,USD,1
3006,2017-10-11,distribution,4949,3006,26,USD,1
3007,2017-10-18,distribution,4951,3007,14,USD,1
3008,2017-11-02,contribution,4953,3008,55,USD,0
3009,2017-10-18,distribution,4955,3009,19,USD,1
3010,2017-10-18,contribution,4954,3010,19,USD,0
3011,2017-10-19,distribution,4958,3011,11,USD,1
3012,2017-10-19,contribution,4957,3012,11,USD,0
3013,2017-10-19,distribution,4961,3013,51,USD,1
3014,2017-10-19,contribution,4963,3014,51,USD,0
3015,2017-10-25,distribution,4964,3015,42,USD,1
3016,2017-10-25,contribution,4966,3016,42,USD,0
3017,2017-10-31,contribution,4967,3017,56,USD,0
3018,2017-11-06,distribution,4968,3018,3,USD,1
3019,2017-10-29,distribution,4970,3019,9,USD,1
3020,2017-11-01,distribution,4972,3020,32,USD,1
3021,2017-11-01,distribution,4974,3021,33,USD,1
3022,2017-11-01,distribution,4976,3022,43,USD,1
3023,2017-11-01,distribution,4978,3023,56,USD,1
3024,2017-11-06,distribution,4980,3024,20,USD,1
