"id","transaction_date","transaction_type"
1920,"2015-01-19",contribution
1921,"2015-01-08",distribution
1922,"2015-01-11",recalled_contribution
1923,"2015-01-12",distribution
1924,"2015-01-12",distribution
1925,"2015-01-11",distribution
1926,"2015-01-04",distribution
1927,"2015-01-08",distribution
1928,"2015-01-08",distribution
1929,"2015-01-25",contribution
1930,"2015-01-25",distribution
1931,"2015-02-02",contribution
1932,"2015-02-02",distribution
1933,"2015-02-08",contribution
1934,"2015-02-08",contribution
1935,"2015-02-08",contribution
1936,"2015-02-08",contribution
1937,"2015-02-10",contribution
1938,"2015-01-28",distribution
1939,"2015-01-28",distribution
1940,"2015-01-29",distribution
1941,"2015-02-02",distribution
1942,"2015-02-02",distribution
1943,"2015-02-02",distribution
1944,"2015-02-02",distribution
1945,"2015-02-02",contribution
1946,"2015-02-03",distribution.fund_redemption
1947,"2015-02-16",contribution
1948,"2015-02-16",distribution
1949,"2015-02-16",contribution
1950,"2015-02-16",distribution
1951,"2015-02-16",contribution
1952,"2015-02-16",contribution
1953,"2015-02-16",distribution
1954,"2015-02-03",distribution
1955,"2015-02-03",distribution
1956,"2015-02-08",distribution
1957,"2015-02-15",contribution
1958,"2015-02-15",contribution
1959,"2015-02-23",contribution
1960,"2015-02-10",distribution
1961,"2015-02-10",distribution
1962,"2015-02-11",contribution
1963,"2015-02-12",distribution
1964,"2015-02-12",distribution
1965,"2015-02-12",distribution
1966,"2015-02-16",distribution
1967,"2015-02-16",contribution
1968,"2015-02-18",distribution
1969,"2015-02-18",distribution
1970,"2015-02-19",commitment
1971,"2015-02-23",distribution
1972,"2015-02-23",distribution
1973,"2015-03-04",contribution
1974,"2015-03-08",contribution
1975,"2015-03-02",distribution
1976,"2015-03-03",distribution
1977,"2015-03-04",distribution
1978,"2015-03-05",distribution
1979,"2015-03-17",contribution
1980,"2015-03-17",contribution
1981,"2015-03-17",contribution
1982,"2015-03-22",contribution
1983,"2015-03-22",contribution
1984,"2015-03-11",distribution
1985,"2015-03-11",distribution
1986,"2015-03-12",distribution
1987,"2015-03-22",contribution
1988,"2015-03-12",distribution
1989,"2015-03-19",distribution
1990,"2015-04-01",contribution
1991,"2015-03-12",recalled_contribution
1992,"2015-03-23",distribution
1993,"2015-03-30",distribution
1994,"2015-03-30",distribution
1995,"2015-04-05",contribution
1996,"2015-04-05",distribution
1997,"2015-03-25",distribution.fund_redemption
1998,"2015-03-25",distribution
1999,"2015-04-01",distribution
2000,"2015-04-01",distribution
2001,"2015-04-01",distribution
2002,"2015-04-02",distribution
2003,"2015-04-15",contribution
2004,"2015-04-16",contribution
2005,"2015-04-16",contribution
2006,"2015-04-19",contribution
2007,"2015-04-08",distribution
2008,"2015-04-09",distribution
2009,"2015-04-09",distribution
2010,"2015-04-09",distribution
2011,"2015-04-09",contribution
2012,"2015-04-12",distribution
2013,"2015-04-28",contribution
2014,"2015-04-28",distribution
2015,"2015-04-28",contribution
2016,"2015-04-28",distribution
2017,"2015-04-28",contribution
2018,"2015-04-28",contribution
2019,"2015-04-28",distribution
2020,"2015-04-26",contribution
2021,"2015-05-03",contribution
2022,"2015-04-20",distribution
2023,"2015-04-20",contribution
2024,"2015-04-09",commitment
2025,"2015-04-21",distribution
2026,"2015-04-21",contribution
2027,"2015-04-21",commitment_reduction
2028,"2015-05-05",contribution
2029,"2015-05-04",contribution
2030,"2015-04-29",distribution
2031,"2015-05-12",contribution
2032,"2015-05-10",contribution
2033,"2015-05-10",contribution
2034,"2015-05-10",contribution
2035,"2015-05-10",contribution
2036,"2015-05-07",contribution
2037,"2015-05-13",contribution
2038,"2015-05-10",contribution
2039,"2015-04-30",distribution
2040,"2015-05-03",distribution
2041,"2015-05-03",distribution
2042,"2015-05-03",distribution
2043,"2015-05-03",distribution
2044,"2015-05-03",distribution
2045,"2015-05-13",contribution
2046,"2015-05-13",contribution
2047,"2015-05-06",distribution
2048,"2015-07-12",commitment_reduction
2049,"2015-05-10",distribution
2050,"2015-05-10",distribution
2051,"2015-05-17",distribution
2052,"2015-05-25",contribution
2053,"2015-05-12",distribution
2054,"2015-05-27",contribution
2055,"2015-05-12",distribution
2056,"2015-05-12",contribution
2057,"2015-05-12",distribution
2058,"2015-05-13",distribution
2059,"2015-05-17",distribution
2060,"2015-05-18",distribution
2061,"2015-05-24",contribution
2062,"2015-05-17",contribution
2063,"2015-05-17",distribution
2064,"2015-05-17",tax
2065,"2015-05-17",distribution
2066,"2015-05-17",distribution
2067,"2015-05-17",contribution
2068,"2015-05-17",contribution
2069,"2015-05-17",recalled_contribution
2070,"2015-06-01",contribution
2071,"2015-06-01",contribution
2072,"2015-06-01",contribution
2073,"2015-06-11",contribution
2074,"2015-05-28",distribution
2075,"2015-06-08",contribution
2076,"2015-06-08",distribution
2077,"2015-06-02",contribution
2078,"2015-06-14",contribution
2079,"2015-06-14",contribution
2080,"2015-06-04",distribution
2081,"2015-06-04",distribution
2082,"2015-06-10",distribution
2083,"2015-06-09",distribution
2084,"2015-06-16",contribution
2085,"2015-06-16",distribution
2086,"2015-06-10",distribution
2087,"2015-06-10",distribution
2088,"2015-06-11",distribution
2089,"2015-06-21",contribution
2090,"2015-06-24",contribution
2091,"2015-06-24",contribution
2092,"2015-06-24",contribution
2093,"2015-06-14",distribution
2094,"2015-06-14",contribution
2095,"2015-06-16",distribution
2096,"2015-06-16",distribution
2097,"2015-06-24",distribution
2098,"2015-06-17",distribution
2099,"2015-06-17",contribution
2100,"2015-06-21",distribution
2101,"2012-01-17",tax
2102,"2015-06-28",distribution
2103,"2015-06-21",tax
2104,"2015-07-12",contribution
2105,"2015-07-05",contribution
2106,"2015-07-12",contribution
2107,"2015-07-12",contribution
2108,"2015-07-12",contribution
2109,"2015-07-06",distribution
2110,"2015-07-13",contribution
2111,"2015-07-01",distribution
2112,"2015-07-01",distribution
2113,"2015-07-08",contribution
2114,"2015-07-08",recalled_contribution
2115,"2015-07-08",distribution
2116,"2015-07-15",contribution
2117,"2015-07-19",contribution
2118,"2015-07-05",contribution
2119,"2015-07-05",distribution
2120,"2015-07-13",contribution
2121,"2015-07-14",contribution
2122,"2015-07-06",distribution
2123,"2015-07-07",distribution
2124,"2015-07-07",distribution
2125,"2015-07-09",distribution
2126,"2015-07-09",distribution
2127,"2015-07-09",distribution
2128,"2015-07-19",contribution
2129,"2015-07-19",distribution
2130,"2015-07-09",distribution
2131,"2015-07-09",contribution
2132,"2015-07-26",contribution
2133,"2015-07-26",distribution
2134,"2015-07-12",distribution
2135,"2015-07-23",contribution
2136,"2015-07-23",contribution
2137,"2015-07-14",distribution
2138,"2015-07-19",distribution
2139,"2015-08-04",contribution
2140,"2015-01-11",tax
2141,"2015-08-06",contribution
2142,"2015-08-06",distribution
2143,"2014-12-30",tax
2144,"2015-08-06",contribution
2145,"2014-12-30",tax
2146,"2015-08-06",distribution
2147,"2015-08-06",contribution
2148,"2015-08-06",contribution
2149,"2015-08-06",distribution
2150,"2015-08-06",contribution
2151,"2015-08-11",contribution
2152,"2015-08-02",distribution
2153,"2015-08-02",distribution
2154,"2015-08-02",distribution
2155,"2015-08-03",contribution
2156,"2015-08-03",distribution
2157,"2015-08-03",distribution
2158,"2015-08-03",recalled_contribution
2159,"2015-08-03",distribution
2160,"2015-08-09",contribution
2161,"2015-08-02",distribution
2162,"2015-08-02",distribution
2163,"2015-08-03",distribution
2164,"2015-08-16",contribution
2165,"2015-08-20",contribution
2166,"2015-08-09",distribution
2167,"2015-08-09",tax
2168,"2015-08-24",contribution
2169,"2015-08-11",distribution
2170,"2015-08-12",distribution
2171,"2015-08-11",distribution
2172,"2015-08-12",distribution
2173,"2015-08-12",distribution
2174,"2015-09-03",distribution
2175,"2015-08-26",contribution
2176,"2015-09-02",contribution
2177,"2015-08-24",distribution
2178,"2015-08-25",distribution
2179,"2015-08-25",distribution
2180,"2015-09-08",contribution
2181,"2015-09-06",contribution
2182,"2015-09-09",contribution
2183,"2015-08-27",distribution
2184,"2015-08-27",distribution
2185,"2015-08-30",distribution
2186,"2015-08-30",contribution
2187,"2015-09-03",contribution
2188,"2015-09-06",distribution
2189,"2015-09-08",distribution
2190,"2015-09-08",distribution
2191,"2015-09-10",distribution
2192,"2015-09-20",distribution
2193,"2015-09-20",contribution
2194,"2015-09-15",distribution
2195,"2015-09-17",distribution
2196,"2015-09-16",distribution
2197,"2015-09-16",contribution
2198,"2015-09-16",distribution
2199,"2015-09-24",contribution
2200,"2015-09-24",distribution
2201,"2015-09-24",recalled_contribution
2202,"2015-10-01",contribution
2203,"2015-09-27",distribution
2204,"2015-09-27",contribution
2205,"2015-10-01",contribution
2206,"2015-10-12",contribution
2207,"2015-10-12",distribution
2208,"2015-10-15",contribution
2209,"2015-10-05",distribution
2210,"2015-10-13",contribution
2211,"2015-10-01",distribution
2212,"2015-09-30",distribution
2213,"2015-10-05",distribution
2214,"2015-10-19",contribution
2215,"2015-10-19",contribution
2216,"2015-10-19",contribution
2217,"2015-10-08",distribution
2218,"2015-10-14",contribution
2219,"2015-10-11",distribution
2220,"2015-10-07",distribution
2221,"2015-10-11",distribution
2222,"2015-10-15",contribution
2223,"2015-10-19",contribution
2224,"2015-10-08",distribution
2225,"2015-10-12",distribution
2226,"2015-10-12",contribution
2227,"2015-10-12",commitment_reduction
2228,"2015-10-12",distribution
2229,"2015-10-22",contribution
2230,"2015-11-04",contribution
2231,"2015-11-04",distribution
2232,"2015-11-04",contribution
2233,"2015-11-04",distribution
2234,"2015-11-04",contribution
2235,"2015-11-04",contribution
2236,"2015-11-04",distribution
2237,"2015-10-20",distribution
2238,"2015-10-22",distribution
2239,"2015-10-22",distribution
2240,"2015-10-22",distribution
2241,"2015-11-01",contribution
2242,"2015-10-22",distribution
2243,"2015-11-01",distribution
2244,"2015-11-01",distribution
2245,"2015-11-01",distribution
2246,"2015-11-04",distribution
2247,"2015-11-15",contribution
2248,"2015-11-01",distribution
2249,"2015-11-01",distribution
2250,"2015-11-01",distribution
2251,"2015-11-09",distribution
2252,"2015-11-10",contribution
2253,"2015-11-10",distribution
2254,"2015-11-12",distribution
2255,"2015-11-22",contribution
2256,"2015-11-11",distribution
2257,"2015-11-17",distribution
2258,"2015-11-17",tax
2259,"2015-12-01",contribution
2260,"2015-12-01",distribution
2261,"2015-12-02",contribution
2262,"2015-11-26",distribution
2263,"2015-11-22",distribution
2264,"2015-12-02",contribution
2265,"2015-12-13",contribution
2266,"2015-12-13",contribution
2267,"2015-12-13",contribution
2268,"2015-12-13",contribution
2269,"2015-12-17",contribution
2270,"2015-12-03",distribution
2271,"2015-12-07",distribution
2272,"2015-12-08",distribution
2273,"2015-12-08",distribution
2274,"2015-12-08",distribution
2275,"2015-12-08",distribution
2276,"2015-12-08",distribution
2277,"2015-12-08",distribution
2278,"2015-11-03",commitment
2279,"2015-12-23",contribution
2280,"2015-12-20",contribution
2281,"2015-12-20",distribution
2282,"2015-12-28",contribution
2283,"2015-12-15",distribution
2284,"2015-12-17",distribution
2285,"2015-12-17",distribution
2286,"2015-12-17",distribution
2287,"2015-12-17",distribution
2288,"2015-12-15",distribution
2289,"2015-12-17",distribution
2290,"2015-12-17",distribution
2291,"2015-12-17",contribution
2292,"2015-12-29",contribution
2293,"2015-12-31",contribution
2294,"2015-12-22",contribution
2295,"2015-12-22",distribution
2296,"2015-12-22",distribution
2297,"2015-12-22",contribution
2298,"2015-12-22",distribution
2299,"2015-12-24",distribution
2300,"2016-01-11",distribution
2301,"2015-12-22",commitment
2302,"2015-12-27",distribution
2303,"2015-12-27",tax
2304,"2016-01-03",contribution
2305,"2016-01-14",contribution
2306,"2015-12-29",distribution
2307,"2015-12-30",distribution
2308,"2015-12-30",tax
2309,"2016-01-05",contribution
2310,"2016-01-03",distribution
2311,"2016-01-03",distribution
2312,"2015-12-31",distribution
2313,"2016-01-03",distribution
2314,"2016-01-03",tax
2315,"2015-12-31",distribution
2316,"2016-01-17",contribution
2317,"2016-01-17",contribution
2318,"2016-01-04",distribution
2319,"2016-01-03",distribution
2320,"2016-01-03",distribution
2321,"2016-01-17",contribution
2322,"2016-01-18",contribution
2323,"2016-01-05",distribution
2324,"2016-01-05",contribution
2325,"2016-01-20",contribution
2326,"2016-01-05",distribution
2327,"2016-01-05",distribution
2328,"2016-01-12",distribution
2329,"2016-01-12",distribution
2330,"2016-01-12",tax
2331,"2016-02-01",contribution
2332,"2016-01-26",contribution
2333,"2016-02-04",contribution
2334,"2016-01-21",distribution
2335,"2016-01-25",distribution
2336,"2016-01-25",contribution
2337,"2016-01-26",distribution
2338,"2016-02-01",distribution
2339,"2016-02-11",contribution
2340,"2016-01-28",distribution
2341,"2016-02-01",distribution
2342,"2016-02-01",distribution
2343,"2016-02-01",distribution
2344,"2016-02-07",contribution
2345,"2016-02-07",distribution
2346,"2016-02-11",contribution
2347,"2016-02-10",distribution
2348,"2016-02-03",distribution
2349,"2016-02-03",contribution
2350,"2016-02-03",recalled_contribution
2351,"2016-02-03",distribution
2352,"2016-02-03",distribution
2353,"2016-02-03",distribution
2354,"2016-02-11",distribution
2355,"2016-02-10",distribution
2356,"2016-02-10",distribution
2357,"2016-02-14",distribution
2358,"2016-02-15",distribution
2359,"2016-03-02",contribution
2360,"2016-03-02",distribution
2361,"2016-03-02",contribution
2362,"2016-03-02",distribution
2363,"2016-03-02",contribution
2364,"2016-03-02",distribution
2365,"2016-03-02",contribution
2366,"2016-03-02",distribution
2367,"2016-01-21",contribution
2368,"2016-02-11",contribution
2369,"2016-02-11",recalled_contribution
2370,"2016-02-11",distribution
2371,"2016-02-11",distribution
2372,"2016-02-11",contribution
2373,"2016-02-11",recalled_contribution
2374,"2016-03-07",contribution
2375,"2016-02-22",distribution
2376,"2016-02-22",distribution
2377,"2016-02-23",distribution
2378,"2016-02-23",distribution
2379,"2016-02-23",distribution
2380,"2016-02-24",contribution
2381,"2016-02-24",distribution
2382,"2016-03-08",contribution
2383,"2016-03-02",distribution
2384,"2016-02-25",contribution
2385,"2016-02-25",distribution
2386,"2016-02-29",contribution
2387,"2016-02-29",distribution
2388,"2016-03-06",contribution
2389,"2016-03-06",distribution
2390,"2016-03-03",distribution
2391,"2016-03-15",contribution
2392,"2016-03-15",contribution
2393,"2016-03-08",distribution
2394,"2016-03-09",distribution
2395,"2016-03-10",distribution
2396,"2016-03-10",distribution
2397,"2016-03-23",contribution
2398,"2016-03-16",contribution
2399,"2016-03-10",distribution
2400,"2016-03-10",distribution
2401,"2016-03-10",distribution
2402,"2016-03-10",distribution
2403,"2016-03-22",contribution
2404,"2016-03-10",tax
2405,"2008-10-12",contribution
2406,"2016-03-24",contribution
2407,"2016-03-22",distribution
2408,"2016-03-22",distribution
2409,"2016-03-24",distribution
2410,"2016-03-22",distribution
2411,"2016-04-05",contribution
2412,"2016-04-05",distribution
2413,"2016-03-28",distribution
2414,"2016-03-28",distribution
2415,"2016-03-28",distribution
2416,"2016-03-29",distribution
2417,"2016-04-04",distribution
2418,"2016-03-31",distribution
2419,"2016-03-31",distribution
2420,"2016-03-31",distribution
2421,"2016-03-31",distribution
2422,"2016-03-31",distribution
2423,"2016-03-31",contribution
2424,"2016-04-11",contribution
2425,"2016-04-11",distribution
2426,"2016-04-07",distribution
2427,"2016-04-07",distribution
2428,"2016-04-06",distribution
2429,"2016-04-13",contribution
2430,"2016-04-13",contribution
2431,"2016-04-20",contribution
2432,"2016-04-20",contribution
2433,"2016-04-27",contribution
2434,"2016-04-27",contribution
2435,"2016-04-19",distribution
2436,"2016-05-03",contribution
2437,"2016-05-01",contribution
2438,"2016-05-03",contribution
2439,"2016-04-26",distribution
2440,"2016-04-26",distribution
2441,"2016-04-26",contribution
2442,"2015-11-26",commitment_reduction
2443,"2016-04-28",contribution
2444,"2016-04-28",distribution
2445,"2016-05-01",distribution
2446,"2016-05-01",distribution
2447,"2016-05-01",distribution
2448,"2016-05-01",distribution
2449,"2016-05-01",contribution
2450,"2016-05-01",contribution
2451,"2016-05-01",distribution
2452,"2016-05-02",distribution
2453,"2016-05-08",contribution
2454,"2016-05-01",distribution
2455,"2016-05-01",distribution
2456,"2016-05-01",distribution
2457,"2016-05-11",contribution
2458,"2016-05-11",distribution
2459,"2016-05-11",contribution
2460,"2016-05-11",distribution
2461,"2016-05-11",contribution
2462,"2016-05-11",distribution
2463,"2016-05-11",contribution
2464,"2016-05-11",distribution
2465,"2016-05-02",distribution
2466,"2016-05-15",contribution
2467,"2016-05-08",distribution
2468,"2016-05-08",distribution
2469,"2016-05-19",contribution
2470,"2016-05-10",distribution
2471,"2016-05-10",tax
2472,"2016-05-09",distribution
2473,"2016-05-09",tax
2474,"2016-05-09",distribution
2475,"2016-05-09",tax
2476,"2016-05-23",distribution
2477,"2016-05-16",contribution
2478,"2016-05-17",distribution
2479,"2016-05-30",contribution
2480,"2016-05-19",distribution
2481,"2016-05-23",distribution
2482,"2016-05-24",distribution
2483,"2016-06-06",contribution
2484,"2016-06-02",contribution
2485,"2016-05-25",distribution
2486,"2016-05-25",distribution
2487,"2016-06-06",contribution
2488,"2016-05-30",distribution
2489,"2016-06-01",distribution
2490,"2016-06-09",contribution
2491,"2016-06-02",distribution
2492,"2016-06-13",contribution
2493,"2016-06-13",contribution
2494,"2016-06-09",distribution
2495,"2016-06-21",contribution
2496,"2016-06-08",distribution
2497,"2016-06-08",distribution
2498,"2016-06-09",distribution
2499,"2016-06-27",contribution
2500,"2016-06-15",distribution
2501,"2016-06-15",contribution
2502,"2016-06-20",distribution
2503,"2016-06-30",contribution
2504,"2016-06-21",distribution
2505,"2016-07-04",contribution
2506,"2016-07-04",distribution
2507,"2016-07-04",contribution
2508,"2016-07-04",distribution
2509,"2016-07-04",contribution
2510,"2016-07-04",distribution
2511,"2016-07-04",distribution
2512,"2016-06-21",distribution
2513,"2016-06-22",distribution
2514,"2016-06-22",distribution
2515,"2016-07-05",distribution
2516,"2016-07-03",contribution
2517,"2016-07-10",contribution
2518,"2016-06-27",distribution
2519,"2016-06-27",contribution
2520,"2016-07-12",contribution
2521,"2016-06-30",distribution
2522,"2016-07-12",contribution
2523,"2016-07-03",distribution
2524,"2016-07-03",distribution
2525,"2016-07-13",contribution
2526,"2016-07-13",contribution
2527,"2016-07-05",distribution
2528,"2016-07-11",distribution
2529,"2016-07-06",distribution
2530,"2016-07-06",distribution
2531,"2016-07-07",contribution
2532,"2016-07-07",distribution
2533,"2016-07-06",distribution
2534,"2016-07-10",distribution
2535,"2016-07-26",contribution
2536,"2016-07-26",contribution
2537,"2016-07-12",distribution
2538,"2016-07-12",tax
2539,"2016-07-28",contribution
2540,"2016-07-19",distribution
2541,"2016-07-20",distribution
2542,"2016-07-20",contribution
2543,"2016-08-04",contribution
2544,"2016-08-04",contribution
2545,"2016-08-04",distribution
2546,"2016-08-04",contribution
2547,"2016-08-04",distribution
2548,"2016-08-04",contribution
2549,"2016-08-04",contribution
2550,"2016-08-04",distribution
2551,"2016-07-31",distribution
2552,"2016-07-31",distribution
2553,"2016-07-31",distribution
2554,"2016-07-31",distribution
2555,"2016-07-31",distribution
2556,"2016-07-31",distribution
2557,"2016-07-25",distribution
2558,"2016-08-14",contribution
2559,"2016-08-04",distribution
2560,"2016-08-04",contribution
2561,"2016-08-08",distribution
2562,"2016-08-08",distribution
2563,"2016-08-21",contribution
2564,"2016-08-09",contribution
2565,"2016-08-09",distribution
2566,"2016-08-24",distribution
2567,"2016-08-24",contribution
2568,"2016-08-24",distribution
2569,"2016-08-15",distribution
2570,"2016-08-17",distribution
2571,"2016-08-17",contribution
2572,"2016-09-01",contribution
2573,"2016-08-22",distribution
2574,"2016-08-22",contribution
2575,"2016-08-24",distribution
2576,"2016-08-25",distribution
2577,"2016-08-25",distribution
2578,"2016-08-25",distribution
2579,"2016-08-29",distribution
2580,"2016-08-30",recalled_contribution
2581,"2016-09-12",contribution
2582,"2016-09-04",distribution
2583,"2016-09-05",distribution
2584,"2016-09-05",contribution
2585,"2016-09-14",contribution
2586,"2016-09-21",contribution
2587,"2016-09-21",contribution
2588,"2016-09-21",contribution
2589,"2016-09-21",contribution
2590,"2016-09-07",distribution
2591,"2016-09-07",distribution
2592,"2016-09-07",distribution
2593,"2016-09-07",tax
2594,"2016-09-08",distribution
2595,"2016-09-08",distribution
2596,"2016-09-08",distribution
2597,"2016-09-21",contribution
2598,"2016-09-25",contribution
2599,"2016-09-21",distribution
2600,"2016-10-02",contribution
2601,"2016-09-25",distribution
2602,"2016-10-06",contribution
2603,"2016-10-06",contribution
2604,"2016-09-28",distribution
2605,"2016-10-11",contribution
2606,"2016-09-28",distribution
2607,"2016-10-09",contribution
2608,"2016-09-28",distribution
2609,"2016-10-03",distribution
2610,"2016-10-06",contribution
2611,"2016-10-06",distribution
2612,"2016-10-13",contribution
2613,"2016-10-04",distribution
2614,"2016-10-04",distribution
2615,"2016-10-05",distribution
2616,"2016-10-11",distribution
2617,"2016-10-12",distribution
2618,"2016-10-25",contribution
2619,"2016-10-25",contribution
2620,"2016-10-25",contribution
2621,"2016-10-26",contribution
2622,"2016-10-24",contribution
2623,"2016-10-20",contribution
2624,"2016-10-30",contribution
2625,"2016-10-30",contribution
2626,"2016-10-30",contribution
2627,"2016-10-30",contribution
2628,"2016-10-31",contribution
2629,"2016-10-31",distribution
2630,"2016-10-19",distribution
2631,"2016-10-20",distribution
2632,"2016-10-20",distribution
2633,"2016-10-27",contribution
2634,"2016-10-27",recalled_contribution
2635,"2016-10-27",distribution
2636,"2016-10-31",distribution
2637,"2016-10-31",distribution
2638,"2016-10-31",distribution
2639,"2016-11-13",contribution
2640,"2016-11-13",contribution
2641,"2016-11-13",contribution
2642,"2016-11-13",contribution
2643,"2016-11-02",recalled_contribution
2644,"2016-11-02",distribution
2645,"2016-11-02",recalled_contribution
2646,"2016-11-02",distribution
2647,"2016-11-02",recalled_contribution
2648,"2016-11-06",contribution
2649,"2016-11-07",distribution
2650,"2016-11-02",distribution
2651,"2016-11-02",distribution
2652,"2016-11-02",distribution
2653,"2016-11-09",distribution
2654,"2016-11-13",contribution
2655,"2016-11-09",distribution
2656,"2016-11-14",distribution
2657,"2016-11-14",contribution
2658,"2016-11-14",contribution
2659,"2016-11-14",recalled_contribution
2660,"2016-11-30",contribution
2661,"2016-11-30",contribution
2662,"2016-11-30",distribution
2663,"2016-11-30",contribution
2664,"2016-11-30",contribution
2665,"2016-11-30",distribution
2666,"2016-11-30",distribution
2667,"2016-11-30",contribution
2668,"2016-11-30",contribution
2669,"2016-11-30",contribution
2670,"2016-11-30",distribution
2671,"2016-11-17",distribution
2672,"2016-11-24",distribution
2673,"2016-11-27",contribution
2674,"2016-11-24",distribution
2675,"2016-11-24",contribution
2676,"2016-11-24",distribution
2677,"2016-11-24",distribution
2678,"2016-11-24",distribution
2679,"2016-11-28",contribution
2680,"2016-11-28",distribution
2681,"2016-11-24",distribution
2682,"2016-11-24",distribution
2683,"2016-11-24",distribution
2684,"2016-11-24",distribution
2685,"2016-11-24",distribution
2686,"2016-12-13",contribution
2687,"2016-12-05",contribution
2688,"2016-12-05",distribution
2689,"2016-12-12",contribution
2690,"2016-12-05",distribution
2691,"2016-12-05",tax
2692,"2016-12-11",distribution
2693,"2016-12-11",distribution
2694,"2016-12-20",contribution
2695,"2016-12-21",contribution
2696,"2016-12-27",contribution
2697,"2016-12-27",contribution
2698,"2016-12-12",distribution
2699,"2016-12-12",distribution
2700,"2016-12-13",distribution
2701,"2016-12-28",contribution
2702,"2016-12-28",contribution
2703,"2016-12-29",contribution
2704,"2016-12-19",distribution
2705,"2016-12-19",distribution
2706,"2016-12-21",distribution
2707,"2016-12-22",distribution
2708,"2016-12-15",distribution
2709,"2016-12-18",distribution
2710,"2016-12-25",distribution
2711,"2016-12-27",distribution
2712,"2017-01-15",contribution
2713,"2016-12-27",distribution
2714,"2017-01-08",contribution
2715,"2017-01-08",distribution
2716,"2016-12-28",distribution
2717,"2016-12-28",distribution
2718,"2016-12-28",distribution
2719,"2016-12-28",distribution
2720,"2016-12-28",distribution
2721,"2016-12-28",recalled_contribution
2722,"2016-12-28",contribution
2723,"2016-12-28",contribution
2724,"2016-12-28",distribution
2725,"2016-12-28",tax
2726,"2016-12-28",distribution
2727,"2016-12-28",tax
2728,"2016-12-29",contribution
2729,"2016-12-29",distribution
2730,"2017-01-10",contribution
2731,"2016-12-29",unfunded_adjustment
2732,"2017-01-03",distribution
2733,"2017-01-16",contribution
2734,"2017-01-16",contribution
2735,"2017-01-02",distribution
2736,"2017-01-02",tax
2737,"2017-01-04",distribution
2738,"2017-01-18",contribution
2739,"2017-01-18",contribution
2740,"2017-01-18",contribution
2741,"2017-01-09",distribution
2742,"2017-01-09",tax
2743,"2017-01-10",distribution
2744,"2017-01-10",distribution
2745,"2017-01-15",distribution
2746,"2017-01-15",tax
2747,"2017-01-09",distribution
2748,"2017-01-09",distribution
2749,"2017-01-09",distribution
2750,"2017-01-09",distribution
2751,"2017-01-24",contribution
2752,"2017-01-29",contribution
2753,"2017-02-02",contribution
2754,"2017-02-05",contribution
2755,"2017-02-05",contribution
2756,"2017-02-05",contribution
2757,"2017-01-24",distribution
2758,"2017-01-25",distribution
2759,"2017-02-08",contribution
2760,"2017-01-26",distribution
2761,"2017-02-09",contribution
2762,"2017-02-09",distribution
2763,"2017-01-31",distribution
2764,"2017-01-31",distribution
2765,"2017-01-31",distribution
2766,"2017-02-01",distribution
2767,"2017-02-05",distribution
2768,"2017-02-02",distribution
2769,"2017-02-05",distribution
2770,"2017-02-05",distribution
2771,"2017-02-05",distribution
2772,"2017-02-21",contribution
2773,"2017-02-20",contribution
2774,"2017-02-19",contribution
2775,"2017-02-19",distribution
2776,"2017-02-19",contribution
2777,"2017-02-19",distribution
2778,"2017-02-19",contribution
2779,"2017-02-19",contribution
2780,"2017-02-19",distribution
2781,"2017-02-09",distribution
2782,"2017-02-09",distribution
2783,"2017-02-16",distribution
2784,"2017-02-23",distribution
2785,"2017-03-09",contribution
2786,"2017-03-09",contribution
2787,"2017-02-28",distribution
2788,"2017-03-08",distribution
2789,"2017-03-07",distribution
2790,"2017-03-02",distribution
2791,"2017-03-05",contribution
2792,"2017-03-05",distribution
2793,"2017-03-20",contribution
2794,"2017-03-15",distribution
2795,"2017-03-08",commitment_reduction
2796,"2017-03-12",distribution
2797,"2017-03-30",contribution
2798,"2017-03-19",distribution
2799,"2017-03-20",contribution
2800,"2017-03-20",distribution
2801,"2017-03-20",distribution
2802,"2017-03-20",distribution
2803,"2017-03-20",distribution
2804,"2017-03-21",distribution
2805,"2017-04-03",contribution
2806,"2017-03-26",distribution
2807,"2017-03-26",distribution
2808,"2017-03-28",distribution
2809,"2017-03-27",distribution
2810,"2017-03-27",tax
2811,"2017-04-05",contribution
2812,"2017-04-12",contribution
2813,"2017-04-12",distribution
2814,"2017-04-12",tax
2815,"2017-04-12",distribution
2816,"2017-04-12",contribution
2817,"2017-04-09",contribution
2818,"2017-04-04",contribution
2819,"2017-04-04",distribution
2820,"2017-04-05",distribution
2821,"2017-04-13",contribution
2822,"2017-04-05",contribution
2823,"2017-04-05",distribution
2824,"2017-04-05",distribution
2825,"2017-04-05",distribution
2826,"2017-04-05",distribution
2827,"2017-04-05",distribution
2828,"2017-04-05",distribution
2829,"2017-04-05",distribution
2830,"2017-04-05",distribution
2831,"2017-04-16",contribution
2832,"2017-04-16",contribution
2833,"2017-04-11",distribution.fund_redemption
2834,"2017-04-18",distribution
2835,"2017-04-13",distribution
2836,"2017-04-13",contribution
2837,"2017-04-20",contribution
2838,"2017-04-13",distribution
2839,"2017-04-13",distribution
2840,"2017-04-13",distribution
2841,"2017-04-09",distribution
2842,"2017-04-12",distribution
2843,"2017-04-12",distribution
2844,"2017-04-13",distribution
2845,"2017-04-12",contribution
